1,"We never left, I'm gonna get to the party all late lol",0
1,You know you party hard on a Friday night when you watch a documentary on whales..,0
1,Body Party ğŸ’ƒ,0
1,I wish Michael would mess with a girl tonight at a party I'd probably beat the crap out him if I heard some stuff like that,0
1,bruh I see girls everywhere titty ass hands in the air it's a party over here,0
1,we weren't supposed to take selfies at the party... oops @AndersonBrenna http://t.co/C3fiLb7EaJ,0
1,Thank you @ItsMissSusieq and ms.K for a super delicious dinner and mini party with my theatre famâ™¡ much needed after an exhausting day â™¡,0
0,@astreib EVERY PARTY HAS A POOOOPAAAAHHHH!!!,0
0,â€œ@Legendary_Loag: I gurantee every nigga I ont fuck wit be at dis all white party tomorrow âœ‹ğŸ“–ğŸ˜‚ğŸ˜‚ğŸ˜‚â€ NO FIGHTING,0
0,"""ALPHA SKI IS HAVING PARTY"" *starts jumping around like a maniac* @RonjaNeit",0
0,Twerking party of one,0
0,@estrada_leo12 Nope. I Don't Party Anymore.,0
0,&amp; if I ever do I will not go through the stress of a big wedding I'll get a private jet fly to Hawaii elope &amp; come home to a giant party,0
0,Niggas is hoein tonight with the party spots,0
0,I wish I had a bf that I could party and get drunk with and not fight lol,0
0,@sidney__burton You know about a block party in Akron ?,0
0,Need a party bus hit me up http://t.co/ChgmxPCCR7,0
0,The Party Was Cool .,0
0,All I want to do is sleep and my mom is having a salsa party downstairs. #popularparents,0
0,Party #2 got busted. Going for 3?,0
0,80/90s bday party (@ The End Zone) http://t.co/oMU9LlwPak http://t.co/6OFVqZ7ZRr,0
1,Nfs party was really live but goodnight ğŸ‘ŒğŸ˜‚â€¼ï¸ğŸ’¤,0
1,"Yo girl got a face and her friend got a nice body, they just want to have fun this my type of party. ğŸ‘ŒğŸ¶",0
1,Party Vibes #electricrun #electricrunsg @ Singapore F1 Pit Building http://t.co/XOEV99ZY2G,0
1,First night in Columbus (: being across the street from the stadium is pretty awesome ! Waking up at 6am to tailgate &amp; party! #OhioState,0
1,La vie en rose with aaronrosenberg12 at pieraluisa  Pink Party! #NoPinkYouStink @ The Wooly http://t.co/KWhgLpcwsV,0
1,Catching T's at this PARTY !!!!! Oouuwweeee,0
1,Party at the Park.,0
1,The big #Indie party tonight with @bigsushifm and @Bewilderous. Great music and great people. http://t.co/zaYyPOFdCz,0
1,"@BeccaBoomm @NightCulture 

party after the afterparty at your house",0
0,Fresh off work and the homie having a lil pool party ğŸ‘Œ,0
0,Playboy Party TONIGHT!  CIROC ON Special! @dj_newboy on Deck!! @ TYN Lounge http://t.co/tnPtIA2LW0,0
0,"Awesome 8bit party tonight, it was so great, thank you @phoenixfire2912 for the invite, had so much fun met and talked with so many people,",0
0,Flowers! #Flowers #Party #MyLevel #Boy @ Level Cult http://t.co/RCLlrCG8Oi,0
0,@Okaynipps @JMoreno_23 @_NoHoes_ She just want to pArty,0
0,Armando's party was live asf,0
0,I just want to party with @_RUBIEEE someday v.v,0
1,the party and the after party.,0
0,Who's ready to party at paradise lane park?ğŸ‰ğŸ˜¸,0
0,wow that party must be sooo fun if you have to snapchat the entire thing so i can see just how great it is,0
0,"Yo girl got a cute face, her friend got a nice body. They just want to have fun, this my type of party. ğŸ‘ŒğŸ¶",0
1,instajagermeister BONFIRE Party #friends #boys #girls #night #nightout #eltunco #elsalvadorâ€¦ http://t.co/fITBiXXwxG,0
0,Hotel room party!,0
1,@nikkianzara i want to come party woth you guysğŸ˜¢ im in boise!,0
1,"As predicted, it is White As Fuâ‚¬k at the ""Prince vs Michael Jackson"" party @NectarLounge",0
0,Cause that party in Massillon was a no no ğŸ˜–ğŸ™…,0
1,@ihateTWADE ğŸ˜©ğŸ˜©ğŸ˜©ğŸ˜© nooo however block party I'll be up there next weekend,0
0,Per concludere la serata! Vettus at Duk Beer! #birramoretti #beer #duk #party @ Duk Pub http://t.co/IKnD4LazKf,0
1,Can't believe I saw shabazz and boatright tn at a party!! I'm dying,0
0,""" baby you can crash my party anytime "" ğŸ¶ğŸ’•",0
1,@imfreshlybaked hey we have a 420 party at @BeautyBar_LV  good shit!!,0
1,"- Night otima com os friends!
#MoshParty :* @ Mosh Party http://t.co/8ZZKF4J0WU",0
1,"Life is one big party when your still young, who's gonna have your back when it's all done?",0
1,Ayyyy party at my house,0
1,On a happier note I'm at a block party and there's a fight ;),0
1,Fredonias townies hands down party harder than any other colleges townies.,0
1,C'mn... Let's get the party started #JayWest (@ c3) http://t.co/udrslJ6NhD,0
1,Brewers game tomorrow &amp; the CCFA kick off party at Incrediroll :) tomorrow should be a pretty good day!,0
